title,description,category,address
Illegal waste burning polluting air,It's really frustrating that kids are falling sick due to dust and smoke. Authorities need to stop ignoring these basic needs.,Pollution,"707, Sector 17, Chandigarh, Punjab 160017"
Pollution levels alarming,The community is fed up with the air quality feels visibly worse each day. Please ensure someone investigates and resolves this.,Pollution,"707, Sector 17, Chandigarh, Punjab 160017"
Air filled with construction dust,It's really frustrating that smoke from illegal burning chokes the area. Please ensure someone investigates and resolves this.,Pollution,"707, Sector 17, Chandigarh, Punjab 160017"
Unbearable smell from drains,Every day we deal with kids are falling sick due to dust and smoke. We pay taxes — where is the basic infrastructure?,Pollution,"707, Sector 17, Chandigarh, Punjab 160017"
Nearby factory polluting locality,There's an ongoing issue where foul stench from a nearby outlet is unbearable. Authorities need to stop ignoring these basic needs.,Pollution,"707, Sector 17, Chandigarh, Punjab 160017"
Need tax calculation review,It's really frustrating that received a notice despite paying on time last month. Please ensure someone investigates and resolves this.,Property Tax,"707, Sector 17, Chandigarh, Punjab 160017"
Overcharged despite correct area,Residents are repeatedly facing staff keeps redirecting me from one counter to another. Please ensure someone investigates and resolves this.,Property Tax,"707, Sector 17, Chandigarh, Punjab 160017"
Wrong late fee applied,The community is fed up with wrong arrears have been added to my bill. Authorities need to stop ignoring these basic needs.,Property Tax,"707, Sector 17, Chandigarh, Punjab 160017"
Overcharged despite correct area,Residents are repeatedly facing received a notice despite paying on time last month. Hope this gets sorted without more follow-ups.,Property Tax,"707, Sector 17, Chandigarh, Punjab 160017"
Tax payment system not functional,It's really frustrating that the website crashes every time I try to pay. This should not be the standard of living in our city.,Property Tax,"707, Sector 17, Chandigarh, Punjab 160017"
Dark streets due to dead lights,The community is fed up with pitch dark streets invite all sorts of trouble. We pay taxes — where is the basic infrastructure?,Street Lighting,"707, Sector 17, Chandigarh, Punjab 160017"
Improper lighting risking safety,There's an ongoing issue where LED lights were promised but not installed. We pay taxes — where is the basic infrastructure?,Street Lighting,"707, Sector 17, Chandigarh, Punjab 160017"
Street lights not working,It's high time someone fixed LED lights were promised but not installed. Authorities need to stop ignoring these basic needs.,Street Lighting,"707, Sector 17, Chandigarh, Punjab 160017"
Dark streets due to dead lights,I’ve written before about none of the street lamps are operational. This should not be the standard of living in our city.,Street Lighting,"707, Sector 17, Chandigarh, Punjab 160017"
Dark streets due to dead lights,It's high time someone fixed pitch dark streets invite all sorts of trouble. We pay taxes — where is the basic infrastructure?,Street Lighting,"707, Sector 17, Chandigarh, Punjab 160017"
Sewage overflowing onto roads,The community is fed up with foul water enters homes during heavy rains. Please ensure someone investigates and resolves this.,Sewage & Drainage,"707, Sector 17, Chandigarh, Punjab 160017"
Choked drainage stinking up area,I'm genuinely concerned because foul water enters homes during heavy rains. We pay taxes — where is the basic infrastructure?,Sewage & Drainage,"707, Sector 17, Chandigarh, Punjab 160017"
Choked drainage stinking up area,Hard to believe but dirty water flows out onto the road constantly. Authorities need to stop ignoring these basic needs.,Sewage & Drainage,"707, Sector 17, Chandigarh, Punjab 160017"
Blocked drains causing flood,There's an ongoing issue where there's a blocked manhole creating flooding. This should not be the standard of living in our city.,Sewage & Drainage,"707, Sector 17, Chandigarh, Punjab 160017"
Open manholes are dangerous,The community is fed up with foul water enters homes during heavy rains. Please ensure someone investigates and resolves this.,Sewage & Drainage,"707, Sector 17, Chandigarh, Punjab 160017"
Unusable public toilet facility,Every day we deal with public toilet near the park is in horrible condition. Please ensure someone investigates and resolves this.,Public Sanitation,"707, Sector 17, Chandigarh, Punjab 160017"
Filthy public toilets not cleaned,I'm genuinely concerned because public toilet near the park is in horrible condition. Authorities need to stop ignoring these basic needs.,Public Sanitation,"707, Sector 17, Chandigarh, Punjab 160017"
Poor sanitation in market area,The community is fed up with children playing nearby are exposed to filth. Please ensure someone investigates and resolves this.,Public Sanitation,"707, Sector 17, Chandigarh, Punjab 160017"
Public spaces lack sanitation,Hard to believe but no cleaning staff is ever seen in these restrooms. We pay taxes — where is the basic infrastructure?,Public Sanitation,"707, Sector 17, Chandigarh, Punjab 160017"
Unusable public toilet facility,It's high time someone fixed bad odor spreads through the area from the facility. Hope this gets sorted without more follow-ups.,Public Sanitation,"707, Sector 17, Chandigarh, Punjab 160017"
Roadside encroachments growing,It's high time someone fixed pedestrians walk on roads due to vendors occupying walkways. Authorities need to stop ignoring these basic needs.,Encroachment,"707, Sector 17, Chandigarh, Punjab 160017"
Footpath encroached by shops,It's really frustrating that shopkeepers have extended into public property. We pay taxes — where is the basic infrastructure?,Encroachment,"707, Sector 17, Chandigarh, Punjab 160017"
Roadside encroachments growing,There's an ongoing issue where shopkeepers have extended into public property. Authorities need to stop ignoring these basic needs.,Encroachment,"707, Sector 17, Chandigarh, Punjab 160017"
Roadside encroachments growing,Every day we deal with pedestrians walk on roads due to vendors occupying walkways. Please ensure someone investigates and resolves this.,Encroachment,"707, Sector 17, Chandigarh, Punjab 160017"
No action on encroachment issues,Residents are repeatedly facing shopkeepers have extended into public property. Hope this gets sorted without more follow-ups.,Encroachment,"707, Sector 17, Chandigarh, Punjab 160017"
Park maintenance completely ignored,Every day we deal with the place looks more like a dump than a park. This should not be the standard of living in our city.,Parks & Recreation,"707, Sector 17, Chandigarh, Punjab 160017"
Public park lacks basic upkeep,The community is fed up with joggers have no path due to overgrown grass. Please ensure someone investigates and resolves this.,Parks & Recreation,"707, Sector 17, Chandigarh, Punjab 160017"
Park maintenance completely ignored,Hard to believe but benches are broken or missing altogether. Hope this gets sorted without more follow-ups.,Parks & Recreation,"707, Sector 17, Chandigarh, Punjab 160017"
Park maintenance completely ignored,Residents are repeatedly facing joggers have no path due to overgrown grass. Authorities need to stop ignoring these basic needs.,Parks & Recreation,"707, Sector 17, Chandigarh, Punjab 160017"
Damaged play equipment in park,I'm genuinely concerned because the place looks more like a dump than a park. We pay taxes — where is the basic infrastructure?,Parks & Recreation,"707, Sector 17, Chandigarh, Punjab 160017"
Poor road surface affecting commuters,I’ve written before about rains have made things worse by exposing the cracks. We pay taxes — where is the basic infrastructure?,Road & Infrastructure,"808, Banjara Hills, Hyderabad, Telangana 500034"
Severely broken road needs repair,There's an ongoing issue where there’s a stretch where autos refuse to go due to deep pits. We pay taxes — where is the basic infrastructure?,Road & Infrastructure,"808, Banjara Hills, Hyderabad, Telangana 500034"
Severely broken road needs repair,It's high time someone fixed there’s a stretch where autos refuse to go due to deep pits. Hope this gets sorted without more follow-ups.,Road & Infrastructure,"808, Banjara Hills, Hyderabad, Telangana 500034"
Travel becoming unsafe due to road condition,Every day we deal with rains have made things worse by exposing the cracks. Hope this gets sorted without more follow-ups.,Road & Infrastructure,"808, Banjara Hills, Hyderabad, Telangana 500034"
Dangerous potholes damaging vehicles,Can someone explain why vehicles swerve dangerously to avoid broken patches. Authorities need to stop ignoring these basic needs.,Road & Infrastructure,"808, Banjara Hills, Hyderabad, Telangana 500034"
Water scarcity troubling residents,It's really frustrating that water arrives only once in 2 days and that's barely a bucket. We pay taxes — where is the basic infrastructure?,Water Supply,"808, Banjara Hills, Hyderabad, Telangana 500034"
Unreliable water supply for days,It's really frustrating that water arrives only once in 2 days and that's barely a bucket. Please ensure someone investigates and resolves this.,Water Supply,"808, Banjara Hills, Hyderabad, Telangana 500034"
Hardly any water reaching homes,There's an ongoing issue where families here wake up early hoping to fill water but it's dry. Authorities need to stop ignoring these basic needs.,Water Supply,"808, Banjara Hills, Hyderabad, Telangana 500034"
Erratic water timing causing trouble,There's an ongoing issue where families here wake up early hoping to fill water but it's dry. Authorities need to stop ignoring these basic needs.,Water Supply,"808, Banjara Hills, Hyderabad, Telangana 500034"
Low pressure in municipal water line,It's really frustrating that pipes are either clogged or something is stopping regular supply. This should not be the standard of living in our city.,Water Supply,"808, Banjara Hills, Hyderabad, Telangana 500034"
Electricity keeps going without warning,I'm genuinely concerned because we’ve had to spend nights without fans in this heat. This should not be the standard of living in our city.,Electricity,"808, Banjara Hills, Hyderabad, Telangana 500034"
Unstable power supply daily,Can someone explain why electricity disappears at random times during the day. This should not be the standard of living in our city.,Electricity,"808, Banjara Hills, Hyderabad, Telangana 500034"
Unstable power supply daily,I’ve written before about inverters are failing because power cuts last so long. This should not be the standard of living in our city.,Electricity,"808, Banjara Hills, Hyderabad, Telangana 500034"
Blackouts causing major inconvenience,Hard to believe but entire blocks go dark multiple times a week. Hope this gets sorted without more follow-ups.,Electricity,"808, Banjara Hills, Hyderabad, Telangana 500034"
Electricity keeps going without warning,Residents are repeatedly facing entire blocks go dark multiple times a week. This should not be the standard of living in our city.,Electricity,"808, Banjara Hills, Hyderabad, Telangana 500034"
Streets littered with uncollected waste,The community is fed up with people have started burning waste out of desperation. This should not be the standard of living in our city.,Waste Management,"808, Banjara Hills, Hyderabad, Telangana 500034"
Streets littered with uncollected waste,I'm genuinely concerned because no dustbins are visible and littering is everywhere. Hope this gets sorted without more follow-ups.,Waste Management,"808, Banjara Hills, Hyderabad, Telangana 500034"
Solid waste not managed properly,I’ve written before about people have started burning waste out of desperation. We pay taxes — where is the basic infrastructure?,Waste Management,"808, Banjara Hills, Hyderabad, Telangana 500034"
Solid waste not managed properly,Residents are repeatedly facing people have started burning waste out of desperation. Authorities need to stop ignoring these basic needs.,Waste Management,"808, Banjara Hills, Hyderabad, Telangana 500034"
Garbage piling up unchecked,There's an ongoing issue where no dustbins are visible and littering is everywhere. Authorities need to stop ignoring these basic needs.,Waste Management,"808, Banjara Hills, Hyderabad, Telangana 500034"
Need for better bus scheduling,The community is fed up with autorickshaws charge double due to lack of buses. We pay taxes — where is the basic infrastructure?,Public Transport,"808, Banjara Hills, Hyderabad, Telangana 500034"
Infrequent buses affecting routine,It's really frustrating that elderly people struggle as buses don’t stop reliably. Hope this gets sorted without more follow-ups.,Public Transport,"808, Banjara Hills, Hyderabad, Telangana 500034"
Overcrowded transport options,Hard to believe but commuters keep waiting endlessly with no updates. This should not be the standard of living in our city.,Public Transport,"808, Banjara Hills, Hyderabad, Telangana 500034"
Infrequent buses affecting routine,I'm genuinely concerned because commuters keep waiting endlessly with no updates. Hope this gets sorted without more follow-ups.,Public Transport,"808, Banjara Hills, Hyderabad, Telangana 500034"
Infrequent buses affecting routine,Every day we deal with commuters keep waiting endlessly with no updates. This should not be the standard of living in our city.,Public Transport,"808, Banjara Hills, Hyderabad, Telangana 500034"
Doctor unavailable most times,Can someone explain why there’s no ambulance availability nearby. We pay taxes — where is the basic infrastructure?,Healthcare,"808, Banjara Hills, Hyderabad, Telangana 500034"
Primary health center lacks resources,I’ve written before about medicine supplies are missing from the local PHC. Hope this gets sorted without more follow-ups.,Healthcare,"808, Banjara Hills, Hyderabad, Telangana 500034"
Lack of medical support locally,It's high time someone fixed the clinic doesn’t even have proper lighting or fans. This should not be the standard of living in our city.,Healthcare,"808, Banjara Hills, Hyderabad, Telangana 500034"
Lack of medical support locally,The community is fed up with basic check-ups take hours due to shortage of staff. Hope this gets sorted without more follow-ups.,Healthcare,"808, Banjara Hills, Hyderabad, Telangana 500034"
Primary health center lacks resources,It's high time someone fixed medicine supplies are missing from the local PHC. This should not be the standard of living in our city.,Healthcare,"808, Banjara Hills, Hyderabad, Telangana 500034"
School without proper facilities,I'm genuinely concerned because students carry water bottles because school doesn’t have clean water. Hope this gets sorted without more follow-ups.,Education,"808, Banjara Hills, Hyderabad, Telangana 500034"
Poor infrastructure in local school,Every day we deal with fans and lights don’t work in the classrooms. Authorities need to stop ignoring these basic needs.,Education,"808, Banjara Hills, Hyderabad, Telangana 500034"
Lack of teachers affecting students,There's an ongoing issue where students carry water bottles because school doesn’t have clean water. Please ensure someone investigates and resolves this.,Education,"808, Banjara Hills, Hyderabad, Telangana 500034"
No clean water or toilet at school,The community is fed up with fans and lights don’t work in the classrooms. We pay taxes — where is the basic infrastructure?,Education,"808, Banjara Hills, Hyderabad, Telangana 500034"
Lack of teachers affecting students,Hard to believe but children sit on the floor as there are no benches. This should not be the standard of living in our city.,Education,"808, Banjara Hills, Hyderabad, Telangana 500034"
Law enforcement not responsive,I’ve written before about not a single policeman is seen after dark. This should not be the standard of living in our city.,Law & Order,"808, Banjara Hills, Hyderabad, Telangana 500034"
Safety concern due to poor patrolling,Residents are repeatedly facing police station is far and rarely responds quickly. We pay taxes — where is the basic infrastructure?,Law & Order,"808, Banjara Hills, Hyderabad, Telangana 500034"
Police presence nearly zero,Can someone explain why chain snatching has become a regular affair here. Authorities need to stop ignoring these basic needs.,Law & Order,"808, Banjara Hills, Hyderabad, Telangana 500034"
Safety concern due to poor patrolling,It's high time someone fixed women feel unsafe walking after 7 PM. Please ensure someone investigates and resolves this.,Law & Order,"808, Banjara Hills, Hyderabad, Telangana 500034"
Law enforcement not responsive,I'm genuinely concerned because police station is far and rarely responds quickly. Authorities need to stop ignoring these basic needs.,Law & Order,"808, Banjara Hills, Hyderabad, Telangana 500034"
Illegal waste burning polluting air,It's really frustrating that kids are falling sick due to dust and smoke. Authorities need to stop ignoring these basic needs.,Pollution,"808, Banjara Hills, Hyderabad, Telangana 500034"
Pollution levels alarming,The community is fed up with the air quality feels visibly worse each day. Please ensure someone investigates and resolves this.,Pollution,"808, Banjara Hills, Hyderabad, Telangana 500034"
Air filled with construction dust,It's really frustrating that smoke from illegal burning chokes the area. Please ensure someone investigates and resolves this.,Pollution,"808, Banjara Hills, Hyderabad, Telangana 500034"
Unbearable smell from drains,Every day we deal with kids are falling sick due to dust and smoke. We pay taxes — where is the basic infrastructure?,Pollution,"808, Banjara Hills, Hyderabad, Telangana 500034"
Nearby factory polluting locality,There's an ongoing issue where foul stench from a nearby outlet is unbearable. Authorities need to stop ignoring these basic needs.,Pollution,"808, Banjara Hills, Hyderabad, Telangana 500034"
Need tax calculation review,It's really frustrating that received a notice despite paying on time last month. Please ensure someone investigates and resolves this.,Property Tax,"808, Banjara Hills, Hyderabad, Telangana 500034"
Overcharged despite correct area,Residents are repeatedly facing staff keeps redirecting me from one counter to another. Please ensure someone investigates and resolves this.,Property Tax,"808, Banjara Hills, Hyderabad, Telangana 500034"
Wrong late fee applied,The community is fed up with wrong arrears have been added to my bill. Authorities need to stop ignoring these basic needs.,Property Tax,"808, Banjara Hills, Hyderabad, Telangana 500034"
Overcharged despite correct area,Residents are repeatedly facing received a notice despite paying on time last month. Hope this gets sorted without more follow-ups.,Property Tax,"808, Banjara Hills, Hyderabad, Telangana 500034"
Tax payment system not functional,It's really frustrating that the website crashes every time I try to pay. This should not be the standard of living in our city.,Property Tax,"808, Banjara Hills, Hyderabad, Telangana 500034"
Dark streets due to dead lights,The community is fed up with pitch dark streets invite all sorts of trouble. We pay taxes — where is the basic infrastructure?,Street Lighting,"808, Banjara Hills, Hyderabad, Telangana 500034"
Improper lighting risking safety,There's an ongoing issue where LED lights were promised but not installed. We pay taxes — where is the basic infrastructure?,Street Lighting,"808, Banjara Hills, Hyderabad, Telangana 500034"
Street lights not working,It's high time someone fixed LED lights were promised but not installed. Authorities need to stop ignoring these basic needs.,Street Lighting,"808, Banjara Hills, Hyderabad, Telangana 500034"
Dark streets due to dead lights,I’ve written before about none of the street lamps are operational. This should not be the standard of living in our city.,Street Lighting,"808, Banjara Hills, Hyderabad, Telangana 500034"
Dark streets due to dead lights,It's high time someone fixed pitch dark streets invite all sorts of trouble. We pay taxes — where is the basic infrastructure?,Street Lighting,"808, Banjara Hills, Hyderabad, Telangana 500034"
Sewage overflowing onto roads,The community is fed up with foul water enters homes during heavy rains. Please ensure someone investigates and resolves this.,Sewage & Drainage,"808, Banjara Hills, Hyderabad, Telangana 500034"
Choked drainage stinking up area,I'm genuinely concerned because foul water enters homes during heavy rains. We pay taxes — where is the basic infrastructure?,Sewage & Drainage,"808, Banjara Hills, Hyderabad, Telangana 500034"
Choked drainage stinking up area,Hard to believe but dirty water flows out onto the road constantly. Authorities need to stop ignoring these basic needs.,Sewage & Drainage,"808, Banjara Hills, Hyderabad, Telangana 500034"
Blocked drains causing flood,There's an ongoing issue where there's a blocked manhole creating flooding. This should not be the standard of living in our city.,Sewage & Drainage,"808, Banjara Hills, Hyderabad, Telangana 500034"
Open manholes are dangerous,The community is fed up with foul water enters homes during heavy rains. Please ensure someone investigates and resolves this.,Sewage & Drainage,"808, Banjara Hills, Hyderabad, Telangana 500034"
Unusable public toilet facility,Every day we deal with public toilet near the park is in horrible condition. Please ensure someone investigates and resolves this.,Public Sanitation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Filthy public toilets not cleaned,I'm genuinely concerned because public toilet near the park is in horrible condition. Authorities need to stop ignoring these basic needs.,Public Sanitation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Poor sanitation in market area,The community is fed up with children playing nearby are exposed to filth. Please ensure someone investigates and resolves this.,Public Sanitation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Public spaces lack sanitation,Hard to believe but no cleaning staff is ever seen in these restrooms. We pay taxes — where is the basic infrastructure?,Public Sanitation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Unusable public toilet facility,It's high time someone fixed bad odor spreads through the area from the facility. Hope this gets sorted without more follow-ups.,Public Sanitation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Roadside encroachments growing,It's high time someone fixed pedestrians walk on roads due to vendors occupying walkways. Authorities need to stop ignoring these basic needs.,Encroachment,"808, Banjara Hills, Hyderabad, Telangana 500034"
Footpath encroached by shops,It's really frustrating that shopkeepers have extended into public property. We pay taxes — where is the basic infrastructure?,Encroachment,"808, Banjara Hills, Hyderabad, Telangana 500034"
Roadside encroachments growing,There's an ongoing issue where shopkeepers have extended into public property. Authorities need to stop ignoring these basic needs.,Encroachment,"808, Banjara Hills, Hyderabad, Telangana 500034"
Roadside encroachments growing,Every day we deal with pedestrians walk on roads due to vendors occupying walkways. Please ensure someone investigates and resolves this.,Encroachment,"808, Banjara Hills, Hyderabad, Telangana 500034"
No action on encroachment issues,Residents are repeatedly facing shopkeepers have extended into public property. Hope this gets sorted without more follow-ups.,Encroachment,"808, Banjara Hills, Hyderabad, Telangana 500034"
Park maintenance completely ignored,Every day we deal with the place looks more like a dump than a park. This should not be the standard of living in our city.,Parks & Recreation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Public park lacks basic upkeep,The community is fed up with joggers have no path due to overgrown grass. Please ensure someone investigates and resolves this.,Parks & Recreation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Park maintenance completely ignored,Hard to believe but benches are broken or missing altogether. Hope this gets sorted without more follow-ups.,Parks & Recreation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Park maintenance completely ignored,Residents are repeatedly facing joggers have no path due to overgrown grass. Authorities need to stop ignoring these basic needs.,Parks & Recreation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Damaged play equipment in park,I'm genuinely concerned because the place looks more like a dump than a park. We pay taxes — where is the basic infrastructure?,Parks & Recreation,"808, Banjara Hills, Hyderabad, Telangana 500034"
Poor road surface affecting commuters,I’ve written before about rains have made things worse by exposing the cracks. We pay taxes — where is the basic infrastructure?,Road & Infrastructure,"909, Civil Lines, Jaipur, Rajasthan 302006"
Severely broken road needs repair,There's an ongoing issue where there’s a stretch where autos refuse to go due to deep pits. We pay taxes — where is the basic infrastructure?,Road & Infrastructure,"909, Civil Lines, Jaipur, Rajasthan 302006"
Severely broken road needs repair,It's high time someone fixed there’s a stretch where autos refuse to go due to deep pits. Hope this gets sorted without more follow-ups.,Road & Infrastructure,"909, Civil Lines, Jaipur, Rajasthan 302006"
Travel becoming unsafe due to road condition,Every day we deal with rains have made things worse by exposing the cracks. Hope this gets sorted without more follow-ups.,Road & Infrastructure,"909, Civil Lines, Jaipur, Rajasthan 302006"
Dangerous potholes damaging vehicles,Can someone explain why vehicles swerve dangerously to avoid broken patches. Authorities need to stop ignoring these basic needs.,Road & Infrastructure,"909, Civil Lines, Jaipur, Rajasthan 302006"
Water scarcity troubling residents,It's really frustrating that water arrives only once in 2 days and that's barely a bucket. We pay taxes — where is the basic infrastructure?,Water Supply,"909, Civil Lines, Jaipur, Rajasthan 302006"
Unreliable water supply for days,It's really frustrating that water arrives only once in 2 days and that's barely a bucket. Please ensure someone investigates and resolves this.,Water Supply,"909, Civil Lines, Jaipur, Rajasthan 302006"
Hardly any water reaching homes,There's an ongoing issue where families here wake up early hoping to fill water but it's dry. Authorities need to stop ignoring these basic needs.,Water Supply,"909, Civil Lines, Jaipur, Rajasthan 302006"
Erratic water timing causing trouble,There's an ongoing issue where families here wake up early hoping to fill water but it's dry. Authorities need to stop ignoring these basic needs.,Water Supply,"909, Civil Lines, Jaipur, Rajasthan 302006"
Low pressure in municipal water line,It's really frustrating that pipes are either clogged or something is stopping regular supply. This should not be the standard of living in our city.,Water Supply,"909, Civil Lines, Jaipur, Rajasthan 302006"
Electricity keeps going without warning,I'm genuinely concerned because we’ve had to spend nights without fans in this heat. This should not be the standard of living in our city.,Electricity,"909, Civil Lines, Jaipur, Rajasthan 302006"
Unstable power supply daily,Can someone explain why electricity disappears at random times during the day. This should not be the standard of living in our city.,Electricity,"909, Civil Lines, Jaipur, Rajasthan 302006"
Unstable power supply daily,I’ve written before about inverters are failing because power cuts last so long. This should not be the standard of living in our city.,Electricity,"909, Civil Lines, Jaipur, Rajasthan 302006"
Blackouts causing major inconvenience,Hard to believe but entire blocks go dark multiple times a week. Hope this gets sorted without more follow-ups.,Electricity,"909, Civil Lines, Jaipur, Rajasthan 302006"
Electricity keeps going without warning,Residents are repeatedly facing entire blocks go dark multiple times a week. This should not be the standard of living in our city.,Electricity,"909, Civil Lines, Jaipur, Rajasthan 302006"
Streets littered with uncollected waste,The community is fed up with people have started burning waste out of desperation. This should not be the standard of living in our city.,Waste Management,"909, Civil Lines, Jaipur, Rajasthan 302006"
Streets littered with uncollected waste,I'm genuinely concerned because no dustbins are visible and littering is everywhere. Hope this gets sorted without more follow-ups.,Waste Management,"909, Civil Lines, Jaipur, Rajasthan 302006"
Solid waste not managed properly,I’ve written before about people have started burning waste out of desperation. We pay taxes — where is the basic infrastructure?,Waste Management,"909, Civil Lines, Jaipur, Rajasthan 302006"
Solid waste not managed properly,Residents are repeatedly facing people have started burning waste out of desperation. Authorities need to stop ignoring these basic needs.,Waste Management,"909, Civil Lines, Jaipur, Rajasthan 302006"
Garbage piling up unchecked,There's an ongoing issue where no dustbins are visible and littering is everywhere. Authorities need to stop ignoring these basic needs.,Waste Management,"909, Civil Lines, Jaipur, Rajasthan 302006"
Need for better bus scheduling,The community is fed up with autorickshaws charge double due to lack of buses. We pay taxes — where is the basic infrastructure?,Public Transport,"909, Civil Lines, Jaipur, Rajasthan 302006"
Infrequent buses affecting routine,It's really frustrating that elderly people struggle as buses don’t stop reliably. Hope this gets sorted without more follow-ups.,Public Transport,"909, Civil Lines, Jaipur, Rajasthan 302006"
Overcrowded transport options,Hard to believe but commuters keep waiting endlessly with no updates. This should not be the standard of living in our city.,Public Transport,"909, Civil Lines, Jaipur, Rajasthan 302006"
Infrequent buses affecting routine,I'm genuinely concerned because commuters keep waiting endlessly with no updates. Hope this gets sorted without more follow-ups.,Public Transport,"909, Civil Lines, Jaipur, Rajasthan 302006"
Infrequent buses affecting routine,Every day we deal with commuters keep waiting endlessly with no updates. This should not be the standard of living in our city.,Public Transport,"909, Civil Lines, Jaipur, Rajasthan 302006"
Doctor unavailable most times,Can someone explain why there’s no ambulance availability nearby. We pay taxes — where is the basic infrastructure?,Healthcare,"909, Civil Lines, Jaipur, Rajasthan 302006"
Primary health center lacks resources,I’ve written before about medicine supplies are missing from the local PHC. Hope this gets sorted without more follow-ups.,Healthcare,"909, Civil Lines, Jaipur, Rajasthan 302006"
Lack of medical support locally,It's high time someone fixed the clinic doesn’t even have proper lighting or fans. This should not be the standard of living in our city.,Healthcare,"909, Civil Lines, Jaipur, Rajasthan 302006"
Lack of medical support locally,The community is fed up with basic check-ups take hours due to shortage of staff. Hope this gets sorted without more follow-ups.,Healthcare,"909, Civil Lines, Jaipur, Rajasthan 302006"
Primary health center lacks resources,It's high time someone fixed medicine supplies are missing from the local PHC. This should not be the standard of living in our city.,Healthcare,"909, Civil Lines, Jaipur, Rajasthan 302006"
School without proper facilities,I'm genuinely concerned because students carry water bottles because school doesn’t have clean water. Hope this gets sorted without more follow-ups.,Education,"909, Civil Lines, Jaipur, Rajasthan 302006"
Poor infrastructure in local school,Every day we deal with fans and lights don’t work in the classrooms. Authorities need to stop ignoring these basic needs.,Education,"909, Civil Lines, Jaipur, Rajasthan 302006"
Lack of teachers affecting students,There's an ongoing issue where students carry water bottles because school doesn’t have clean water. Please ensure someone investigates and resolves this.,Education,"909, Civil Lines, Jaipur, Rajasthan 302006"
No clean water or toilet at school,The community is fed up with fans and lights don’t work in the classrooms. We pay taxes — where is the basic infrastructure?,Education,"909, Civil Lines, Jaipur, Rajasthan 302006"
Lack of teachers affecting students,Hard to believe but children sit on the floor as there are no benches. This should not be the standard of living in our city.,Education,"909, Civil Lines, Jaipur, Rajasthan 302006"
Law enforcement not responsive,I’ve written before about not a single policeman is seen after dark. This should not be the standard of living in our city.,Law & Order,"909, Civil Lines, Jaipur, Rajasthan 302006"
Safety concern due to poor patrolling,Residents are repeatedly facing police station is far and rarely responds quickly. We pay taxes — where is the basic infrastructure?,Law & Order,"909, Civil Lines, Jaipur, Rajasthan 302006"
Police presence nearly zero,Can someone explain why chain snatching has become a regular affair here. Authorities need to stop ignoring these basic needs.,Law & Order,"909, Civil Lines, Jaipur, Rajasthan 302006"
Safety concern due to poor patrolling,It's high time someone fixed women feel unsafe walking after 7 PM. Please ensure someone investigates and resolves this.,Law & Order,"909, Civil Lines, Jaipur, Rajasthan 302006"
Law enforcement not responsive,I'm genuinely concerned because police station is far and rarely responds quickly. Authorities need to stop ignoring these basic needs.,Law & Order,"909, Civil Lines, Jaipur, Rajasthan 302006"
Illegal waste burning polluting air,It's really frustrating that kids are falling sick due to dust and smoke. Authorities need to stop ignoring these basic needs.,Pollution,"909, Civil Lines, Jaipur, Rajasthan 302006"
Pollution levels alarming,The community is fed up with the air quality feels visibly worse each day. Please ensure someone investigates and resolves this.,Pollution,"909, Civil Lines, Jaipur, Rajasthan 302006"
Air filled with construction dust,It's really frustrating that smoke from illegal burning chokes the area. Please ensure someone investigates and resolves this.,Pollution,"909, Civil Lines, Jaipur, Rajasthan 302006"
Unbearable smell from drains,Every day we deal with kids are falling sick due to dust and smoke. We pay taxes — where is the basic infrastructure?,Pollution,"909, Civil Lines, Jaipur, Rajasthan 302006"
Nearby factory polluting locality,There's an ongoing issue where foul stench from a nearby outlet is unbearable. Authorities need to stop ignoring these basic needs.,Pollution,"909, Civil Lines, Jaipur, Rajasthan 302006"
Need tax calculation review,It's really frustrating that received a notice despite paying on time last month. Please ensure someone investigates and resolves this.,Property Tax,"909, Civil Lines, Jaipur, Rajasthan 302006"
Overcharged despite correct area,Residents are repeatedly facing staff keeps redirecting me from one counter to another. Please ensure someone investigates and resolves this.,Property Tax,"909, Civil Lines, Jaipur, Rajasthan 302006"
Wrong late fee applied,The community is fed up with wrong arrears have been added to my bill. Authorities need to stop ignoring these basic needs.,Property Tax,"909, Civil Lines, Jaipur, Rajasthan 302006"
Overcharged despite correct area,Residents are repeatedly facing received a notice despite paying on time last month. Hope this gets sorted without more follow-ups.,Property Tax,"909, Civil Lines, Jaipur, Rajasthan 302006"
Tax payment system not functional,It's really frustrating that the website crashes every time I try to pay. This should not be the standard of living in our city.,Property Tax,"909, Civil Lines, Jaipur, Rajasthan 302006"
Dark streets due to dead lights,The community is fed up with pitch dark streets invite all sorts of trouble. We pay taxes — where is the basic infrastructure?,Street Lighting,"909, Civil Lines, Jaipur, Rajasthan 302006"
Improper lighting risking safety,There's an ongoing issue where LED lights were promised but not installed. We pay taxes — where is the basic infrastructure?,Street Lighting,"909, Civil Lines, Jaipur, Rajasthan 302006"
